i,smiles,A_G_eV
44356,N=C1CC2CC3C(O1)C23,-72.43993931
44357,N=C1CC2OC3C(O1)C23,-64.77501266
44358,N=C1CN2C3CC(O1)C23,-67.25674427
44359,N=C1CN2CC3C(O1)C23,-67.08270033
44360,N=C1OC2C3CC(O1)C23,-65.16876122
44361,O=C1CC2C3C(CN23)C1,-72.33920281
44362,O=C1CC2C3C(CN23)N1,-68.06396964
44363,O=C1CC2C3C(CN23)O1,-65.45007239
44364,O=C1CC2C3CC(C1)C23,-77.51314599
44365,O=C1CC2C3CC(C1)N23,-72.44489178
44366,O=C1CC2C3CC(N1)C23,-73.24972255
44367,O=C1CC2C3CC(O1)C23,-70.65879171
44368,O=C1CC2C3CN(C1)C23,-72.18224762
44369,O=C1CC2C3OC(C1)C23,-69.95254774
44370,O=C1CC2CC3C(N1)C23,-73.25853904
44371,O=C1CC2CC3C(O1)C23,-70.59745727
44372,O=C1CC2CC3C2N3C1,-72.27381388
44373,O=C1CC2OC3C(N1)C23,-65.6257218
44374,O=C1CC2OC3C(O1)C23,-62.92929247
44375,O=C1CN2C3CC(N1)C23,-68.00320664
44376,O=C1CN2C3CC(O1)C23,-65.40604439
44377,O=C1CN2CC3C(N1)C23,-67.89833401
44378,O=C1CN2CC3C(O1)C23,-65.22821807
44379,O=C1NC2C3CC(N1)C23,-68.73361431
44380,O=C1NC2C3CC(O1)C23,-66.16916013
44381,O=C1NC2CC3C(O1)C23,-66.0973221
44382,O=C1OC2C3CC(O1)C23,-63.48693512
44383,N=C1OC2C3CC(C3)C12,-72.37542115
44384,N=C1OC2C3CC(O3)C12,-64.79177487
44385,N=C1OC2C3CN(C3)C12,-66.81600166
44386,O=C1CC2C3CC(C3)C12,-77.18881364
44387,O=C1CC2C3CC(C3)N12,-72.5480501
44388,O=C1CC2C3CC(O3)C12,-69.74797264
44389,O=C1CC2C3CN(C3)C12,-71.64865981
44390,O=C1CN2C3CC(C3)C12,-71.90520863
44391,O=C1NC2C3CC(C3)C12,-72.96933657
44392,O=C1NC2C3CC(O3)C12,-65.43682045
44393,O=C1NC2C3CN(C3)C12,-67.42129144
44394,O=C1OC2C3CC(C3)C12,-70.58787887
44395,O=C1OC2C3CC(O3)C12,-63.00151145
44396,O=C1OC2C3CN(C3)C12,-65.00584673
44397,N=C1NC2C3OC12C=C3,-58.7784969
44398,N=C1OC2C3CC12C=C3,-64.51816451
44399,N=C1OC2C3NC12C=C3,-59.07540018
44400,N=C1OC2C3OC12C=C3,-56.37562385
44401,O=C1CC2C3CC12C=C3,-70.01143315
44402,O=C1CC2C3NC12C=C3,-64.65386763
44403,O=C1CC2C3OC12C=C3,-61.98938444
44404,O=C1CN2C3CC12C=C3,-64.9923771
44405,O=C1NC2C3CC12C=C3,-65.28492657
44406,O=C1NC2C3NC12C=C3,-59.87590434
44407,O=C1NC2C3OC12C=C3,-57.16676729
44408,O=C1OC2C3CC12C=C3,-62.71998259
44409,O=C1OC2C3NC12C=C3,-57.26418401
44410,O=C1OC2C3OC12C=C3,-54.55311495
44411,N=C1NC2C3CCC12O3,-64.49413687
44412,N=C1OC2C3CC12CC3,-70.13924497
44413,N=C1OC2C3CC12CO3,-62.5063461
44414,N=C1OC2C3CC12NC3,-64.94334221
44415,N=C1OC2C3CC12OC3,-62.55758512
44416,N=C1OC2C3CCC12N3,-64.72208654
44417,N=C1OC2C3CCC12O3,-62.11787654
44418,O=C1CC2C3CC12CC3,-75.62894892
44419,O=C1CC2C3CC12CO3,-68.00726114
44420,O=C1CC2C3CC12OC3,-68.16465171
44421,O=C1CC2C3CCC12O3,-67.7698147
44422,O=C1CN2C3CC12CC3,-70.65759441
44423,O=C1NC2C3CC12CC3,-70.87422414
44424,O=C1NC2C3CC12CO3,-63.24110758
44425,O=C1NC2C3CC12OC3,-63.31071428
44426,O=C1NC2C3CCC12N3,-65.45107921
44427,O=C1NC2C3CCC12O3,-62.88330525
44428,O=C1OC2C3CC12CC3,-68.34065487
44429,O=C1OC2C3CC12CO3,-60.68517056
44430,O=C1OC2C3CC12NC3,-63.15898366
44431,O=C1OC2C3CC12OC3,-60.76323999
44432,O=C1OC2C3CCC12N3,-62.91750994
44433,O=C1OC2C3CCC12O3,-60.30565355
44434,N=C1NC2C3OC1OC23,-60.60021666
44435,N=C1OC2C3CC1CC23,-73.40575256
44436,N=C1OC2C3CC1NC23,-68.24987773
44437,N=C1OC2C3CC1OC23,-65.66904231
44438,N=C1OC2C3OC1OC23,-58.01306819
44439,O=C1CC2C3CC1CC23,-78.49343569
44440,O=C1CC2C3CC1CN23,-73.34303035
44441,O=C1CC2C3CC1OC23,-70.81419586
44442,O=C1CC2C3OC1OC23,-63.22284875
44443,O=C1CN2C3CC1CC23,-73.27070252
44444,O=C1NC2C3CC1CC23,-74.16100421
44445,O=C1NC2C3CC1OC23,-66.43240294
44446,O=C1NC2C3OC1OC23,-58.79485093
44447,O=C1OC2C3CC1CC23,-71.5478961
44448,O=C1OC2C3CC1NC23,-66.37520464
44449,O=C1OC2C3CC1OC23,-63.7773621
44450,O=C1OC2C3OC1OC23,-56.09833996
44451,N=C1CC23CC(C2)C3O1,-71.33548412
44452,N=C1CC23CC(N2)C3O1,-66.08831514
44453,N=C1CC23CC(O2)C3O1,-63.68296585
44454,N=C1CC2C3CC2(C3)O1,-71.26027189
44455,N=C1CC2N3CC2(C3)O1,-65.64974944
44456,N=C1OC2C3CC2(C3)O1,-63.84525448
44457,O=C1CC23CC(C2)C3N1,-72.09615083
44458,O=C1CC23CC(C2)C3O1,-69.50905679
44459,O=C1CC23CC(N2)C3O1,-64.26852738
44460,O=C1CC23CC(O2)C3N1,-64.48485779
44461,O=C1CC23CC(O2)C3O1,-61.85833447
44462,O=C1CC2C3CC2(C1)O3,-68.47001774
44463,O=C1CC2C3CC2(C3)C1,-76.3945681
44464,O=C1CC2C3CC2(C3)N1,-71.9843393
44465,O=C1CC2C3CC2(C3)O1,-69.4286744
44466,O=C1CC2N3CC2(C3)C1,-70.75310632
44467,O=C1CC2N3CC2(C3)N1,-66.35569408
44468,O=C1CC2N3CC2(C3)O1,-63.80577078
44469,O=C1CN2C3CC2(C3)C1,-71.13022874
44470,O=C1NC23CC(C2)C3O1,-64.80067298
44471,O=C1NC2C3CC2(C3)N1,-67.42093769
44472,O=C1NC2C3CC2(C3)O1,-64.84554454
44473,O=C1OC2C3CC2(C3)O1,-62.15703371
44474,N=C1OC2C3CC1C2N3,-67.81223723
44475,N=C1OC2C3CC1C2O3,-65.4338272
44476,N=C1OC2C3CC2C1C3,-73.02895669
44477,N=C1OC2C3CC2C1N3,-67.88984406
44478,N=C1OC2C3CC2C1O3,-65.36827501
44479,O=C1CC2C3CC1C2O3,-70.40324971
44480,O=C1CC2C3CC2C1C3,-77.9526913
44481,O=C1CC2C3CC2C1O3,-70.36074554
44482,O=C1CC2C3CN2C1C3,-72.60048641
44483,O=C1CN2C3CC2C1C3,-72.70505972
44484,O=C1NC2C3CC1C2O3,-66.08831514
44485,O=C1NC2C3CC2C1C3,-73.64268198
44486,O=C1NC2C3CC2C1O3,-66.00273537
44487,O=C1OC2C3CC1C2N3,-65.96496599
44488,O=C1OC2C3CC1C2O3,-63.57964427
44489,O=C1OC2C3CC2C1C3,-71.18416168
44490,O=C1OC2C3CC2C1N3,-66.026246
44491,O=C1OC2C3CC2C1O3,-63.49090799
44492,N=C1CC2C3CC2C3O1,-72.0903276
44493,N=C1CC2C3NC2C3O1,-66.81143015
44494,N=C1CC2C3OC2C3O1,-64.23549277
44495,N=C1CN2C3CC2C3O1,-66.60138557
44496,N=C1OC2C3CC2C3O1,-64.87155861
44497,N=C1OC2C3NC2C3O1,-59.52868723
44498,N=C1OC2C3OC2C3O1,-56.92537521
44499,O=C1CC2C3CC2C3C1,-77.0284026
44500,O=C1CC2C3CC2C3N1,-72.82280333
44501,O=C1CC2C3CC2C3O1,-70.24068897
44502,O=C1CC2C3CC2N3C1,-71.55804594
44503,O=C1CC2C3CN2C3C1,-71.59608744
44504,O=C1CC2C3NC2C3O1,-64.95294783
44505,O=C1CC2C3OC2C3C1,-69.23599067
44506,O=C1CC2C3OC2C3N1,-65.00141128
44507,O=C1CC2C3OC2C3O1,-62.36626195
44508,O=C1CN2C3CC2C3N1,-67.32256858
44509,O=C1CN2C3CC2C3O1,-64.74167873
44510,O=C1NC2C3CC2C3N1,-68.34685907
44511,O=C1NC2C3CC2C3O1,-65.80479985
44512,O=C1NC2C3NC2C3N1,-63.07601619
44513,O=C1NC2C3NC2C3O1,-60.49572499
44514,O=C1NC2C3OC2C3N1,-60.5766244
44515,O=C1NC2C3OC2C3O1,-57.90024984
44516,O=C1OC2C3CC2C3O1,-63.19381422
44517,O=C1OC2C3NC2C3O1,-57.83475207
44518,O=C1OC2C3OC2C3O1,-55.22254193
44519,N=C1OC2C3CC3C2=C1,-66.81866838
44520,N=C1OC2C3CN3C2=C1,-61.51851885
44521,N=C1OC2C3NC3C2=C1,-61.49081767
44522,N=C1OC2C3OC3C2=C1,-59.08029823
44523,O=C1CC2C3CC3C2=C1,-71.99663884
44524,O=C1CC2C3CN3C2=C1,-66.81760714
44525,O=C1CC2C3NC3C2=C1,-66.73428591
44526,O=C1CC2C3OC3C2=C1,-64.34265116
44527,O=C1CC2N3CC3C2=C1,-66.66672007
44528,O=C1NC2C3CC3C2=C1,-67.55778368
44529,O=C1NC2C3CN3C2=C1,-62.31102287
44530,O=C1N[C-]2C3[NH2+]C3C2=C1,-63.27912187
44531,O=C1OC2C3CC3C2=C1,-64.9978738
44532,N=C1CC2C(O1)C1CN21,-67.33024218
44533,N=C1CC2C3CC3C2O1,-72.53779141
44534,N=C1CC2C3NC3C2O1,-67.38637925
44535,N=C1CC2C3OC3C2O1,-65.02843217
44536,N=C1OC2C3CC3C2O1,-65.37311863
44537,N=C1OC2C3NC3C2O1,-60.1236911
44538,N=C1OC2C3OC3C2O1,-57.73703603
44539,O=C1CC2C(O1)C1CN21,-65.5010665
44540,O=C1CC2C3CC3C2C1,-77.40157937
44541,O=C1CC2C3CC3C2N1,-73.25396753
44542,O=C1CC2C3CC3C2O1,-70.72200373
44543,O=C1CC2C3CC3N2C1,-72.17762168
44544,O=C1CC2C3CN3C2C1,-72.23639825
44545,O=C1CC2C3NC3C2C1,-72.36091749
44546,O=C1CC2C3NC3C2N1,-68.1167597
44547,O=C1CC2C3NC3C2O1,-65.59306816
44548,O=C1CC2C3OC3C2C1,-70.01864417
44549,O=C1CC2C3OC3C2N1,-65.76980602
44550,O=C1CC2C3OC3C2O1,-63.22094396
44551,O=C1NC2C3CC3C2N1,-68.69168158
44552,O=C1NC2C3CC3C2O1,-66.24679417
44553,O=C1NC2C3NC3C2N1,-63.49863602
44554,O=C1NC2C3NC3C2O1,-61.02172082
44555,O=C1NC2C3OC3C2N1,-61.14558699
44556,O=C1NC2C3OC3C2O1,-58.64722923
44557,O=C1OC2C3CC3C2O1,-63.70702071
44558,O=C1OC2C3NC3C2O1,-58.47593364
44559,O=C1OC2C3OC3C2O1,-56.07491097
44560,N=C1OC2C3CC3CC12,-72.75673411
44561,N=C1OC2C3CC3NC12,-67.5360418
44562,N=C1OC2C3CC3OC12,-65.03700376
44563,N=C1OC2C3CN3CC12,-67.48926545
44564,N=C1OC2C3NC3CC12,-67.66877887
44565,N=C1OC2C3OC3CC12,-65.32958043
44566,O=C1CC2C1CC1CN21,-72.37044147
44567,O=C1CC2C3CC3CC12,-77.57829002
44568,O=C1CC2C3CC3CN12,-73.24237548
44569,O=C1CC2C3CC3OC12,-69.8648727
44570,O=C1CC2C3CN3CC12,-72.3635842
44571,O=C1CC2C3NC3CN12,-68.21999965
44572,O=C1CC2C3OC3CC12,-70.31739783
44573,O=C1CC2C3OC3CN12,-65.86793023
44574,O=C1CN2C3CC3CC12,-72.28673929
44575,O=C1NC2C3CC3CC12,-73.34977877
44576,O=C1NC2C3CC3OC12,-65.64713715
44577,O=C1NC2C3CN3CC12,-68.09058236
44578,O=C1NC2C3NC3CC12,-68.31360677
44579,O=C1NC2C3OC3CC12,-65.987497
44580,O=C1OC2C3CC3CC12,-70.97754573
44581,O=C1OC2C3CC3NC12,-65.75598264
44582,O=C1OC2C3CC3OC12,-63.22695767
44583,O=C1OC2C3CN3CC12,-65.69723329
44584,O=C1OC2C3NC3CC12,-65.90537308
44585,O=C1OC2C3OC3CC12,-63.54903148
44586,N=C1OC2C3CC=C1C23,-66.51994193
44587,N=C1OC2C3NC=C1C23,-61.61427567
44588,O=C1CC2C3CC=C1C23,-71.88757566
44589,O=C1CC2C3CN=C1N23,-62.20810946
44590,O=C1CC2C3N2CC=C13,-66.55795622
44591,O=C1CC2C3NC=C1C23,-66.99858997
44592,O=C1CN2C3CC=C1C23,-66.51243159
44593,O=C1NC2C3CC=C1C23,-67.19878404
44594,O=C1NC2C3NC=C1C23,-62.31793456
44595,O=C1OC2C3CC=C1C23,-64.67710614
44596,O=C1OC2C3NC=C1C23,-59.80752216
44597,N=C1OC2C3CCC1C23,-73.22340916
44598,N=C1OC2C3COC1C23,-65.54536662
44599,N=C1OC2C3OCC1C23,-65.51268576
44600,O=C1CC2C3C1CCN23,-73.10740707
44601,O=C1CC2C3CCC1C23,-78.2661391
44602,O=C1CC2C3CCC1N23,-73.21064702
44603,O=C1CC2C3CCN1C23,-73.36656819
44604,O=C1CC2C3COC1C23,-70.63892741
44605,O=C1CC2C3OCC1C23,-70.67035654
44606,O=C1CN2C3CCC1C23,-73.06395051
44607,O=C1CN2C3COC1C23,-65.37970378
44608,O=C1NC2C3CCC1C23,-73.92287749
44609,O=C1NC2C3CCN1C23,-68.81720764
44610,O=C1NC2C3COC1C23,-66.21816781
44611,O=C1NC2C3OCC1C23,-66.249733
44612,O=C1OC2C3CCC1C23,-71.38460065
44613,O=C1OC2C3CCN1C23,-66.27487631
44614,O=C1OC2C3CNC1C23,-66.1123972
44615,O=C1OC2C3COC1C23,-63.66342809
44616,O=C1OC2C3OCC1C23,-63.65069317
44617,N=C1OC2C3CCC2C13,-72.96432968
44618,N=C1OC2C3COC2C13,-65.29061375
44619,O=C1CC2C3CCC2C13,-78.04420314
44620,O=C1CC2C3CCN2C13,-72.6198337
44621,O=C1CC2C3COC2C13,-70.40469191
44622,O=C1CN2C3CCC2C13,-72.67825652
44623,O=C1NC2C3CCC2C13,-73.45446092
44624,O=C1NC2C3COC2C13,-65.81802457
44625,O=C1OC2C3CCC2C13,-71.10835079
44626,O=C1OC2C3COC2C13,-63.43229469
44627,N=C1OC2C3CCC3C12,-71.73614437
44628,N=C1OC2C3CCN3C12,-66.47844459
44629,N=C1OC2C3COC3C12,-64.19432197
44630,N=C1OC2C3OCC3C12,-64.13271542
44631,O=C1CC2C1C1CCN21,-71.34196043
44632,O=C1CC2C3CCC3C12,-76.54466603
44633,O=C1CC2C3CCC3N12,-71.96493759
44634,O=C1CC2C3CCN3C12,-71.29757868
44635,O=C1CC2C3COC3C12,-69.0618923
44636,O=C1CC2C3OCC3C12,-69.13979846
44637,O=C1CC2C3OCC3N12,-64.48700749
44638,O=C1CN2C3CCC3C12,-71.31719808
44639,O=C1CN2C3COC3C12,-63.77243685
44640,O=C1NC2C3CCC3C12,-72.35925759
44641,O=C1NC2C3CCN3C12,-67.10721777
44642,O=C1NC2C3COC3C12,-64.83501374
44643,O=C1NC2C3OCC3C12,-64.86323193
44644,O=C1OC2C3CCC3C12,-69.96174519
44645,O=C1OC2C3CCN3C12,-64.67933747
44646,O=C1OC2C3COC3C12,-62.42707937
44647,O=C1OC2C3OCC3C12,-62.33934991
44648,N=C1C=CC2CC(=O)N12,-64.12732757
44649,N=C1CC2C=CC(=O)N12,-64.17769582
44650,N=C1OC2C=CC(=O)C12,-61.49702187
44651,O=C1CC2C=CC(=O)C12,-66.50399607
44652,O=C1CC2C=CC(=O)N12,-62.23730726
44653,O=C1NC2C=CC(=O)C12,-62.12930532
44654,O=C1OC2C=CC(=O)C12,-59.70681287
44655,N=C1OC2C=CC1C=C2,-68.17365868
44656,O=C1CC2C=CC1C=C2,-73.35519383
44657,O=C1NC2C=CC1C=C2,-68.73187278
44658,O=C1OC2C=CC1C=C2,-66.30717621
44659,N=C1OC2C=CC3C2C13,-68.07528957
44660,N=C1OC2C=CC3C2N13,-62.91497928
44661,O=C1CC2C=CC3C1N23,-68.01313879
44662,O=C1CC2C=CC3C2C13,-73.10550228
44663,O=C1CC2C=CC3C2N13,-68.19088348
44664,O=C1CC2N=CN3C2C13,-63.35294633
44665,O=C1CN2C=NC3C2C13,-63.23503945
44666,O=C1NC2C=CC3C2C13,-68.71543711
44667,O=C1NC2C=CC3C2N13,-63.64925096
44668,O=C1OC2C=CC3C2C13,-66.22592305
44669,O=C1OC2C=CC3C2N13,-61.11995388
44670,N=C1OC2C=CCC2=C1,-68.5828633
44671,O=C1CC2C=CCC2=C1,-73.72194871
44672,O=C1NC2C=CCC2=C1,-69.25754207
44673,O=C1OC2C=CCC2=C1,-66.74761948
44674,N=C1NC2C=CCOC12,-67.75993697
44675,N=C1OC2C=CCCC12,-73.23687878
44676,N=C1OC2C=CCNC12,-67.96492024
44677,N=C1OC2C=CCOC12,-65.43785449
44678,O=C1CC2C=CCCC12,-78.08178205
44679,O=C1CC2C=CCCN12,-73.81626333
44680,O=C1CC2C=CCOC12,-70.42975358
44681,O=C1CC2N=COCC12,-66.15269724
44682,O=C1CN2C=NCCC12,-68.46348701
44683,O=C1NC2C=CCCC12,-73.82450838
44684,O=C1NC2C=CCOC12,-66.04102177
44685,O=C1OC2C=CCCC12,-71.45959519
44686,O=C1OC2C=CCNC12,-66.176997
44687,O=C1OC2C=CCOC12,-63.63662489
44688,N=C1CC2C(CC2=O)O1,-66.51602349
44689,N=C1CC2CC(=O)C2O1,-66.36584393
44690,N=C1CC2NC(=O)C2O1,-62.14584984
44691,N=C1CC2OC(=O)C2O1,-59.6879826
44692,N=C1NC2C(CC2=O)O1,-61.77234654
44693,N=C1NC2CC(=N)OC12,-63.89556831
44694,N=C1NC2CC(=O)OC12,-62.0608143
44695,N=C1OC2CC(=N)OC12,-61.52401555
44696,N=C1OC2CC(=O)C2O1,-59.1201901
44697,N=C1OC2CC(=O)CC12,-66.63561747
44698,N=C1OC2CC(=O)NC12,-62.32588028
44699,N=C1OC2CC(=O)OC12,-59.66496178
44700,O=C1CC2CC(=O)CC12,-71.44631604
44701,O=C1CC2CC(=O)CN12,-66.97989576
44702,O=C1CC2CC(=O)NC12,-67.16838894
44703,O=C1CC2CC(=O)OC12,-64.51900807
44704,O=C1CC2NC(=O)CC12,-67.25334285
44705,O=C1CC2NC(=O)NC12,-62.58166718
44706,O=C1CC2NC(=O)OC12,-60.00355289
44707,O=C1CC2OC(=O)CC12,-64.68067083
44708,O=C1CC2OC(=O)NC12,-60.08907824
44709,O=C1CC2OC(=O)OC12,-57.42083988
44710,O=C1CN2CC(=O)CC12,-66.13133632
44711,O=C1NC2CC(=O)CC12,-67.25029517
44712,O=C1NC2CC(=O)NC12,-62.94774178
44713,O=C1NC2CC(=O)OC12,-60.29368055
44714,O=C1OC2CC(=O)CC12,-64.83721786
44715,O=C1OC2CC(=O)NC12,-60.497657
44716,O=C1OC2CC(=O)OC12,-57.82277907
44717,N=C1OC2CC(C#C)C12,-66.45770952
44718,N=C1OC2CC(C#N)C12,-63.16943283
44719,O=C1CC2CC(C#C)C12,-71.34680405
44720,O=C1CC2CC(C#C)N12,-66.59104525
44721,O=C1CC2CC(C#N)C12,-68.06258186
44722,O=C1CC2CC(C#N)N12,-63.24391036
44723,O=C1CC2NC(C#N)C12,-62.86681515
44724,O=C1CC2OC(C#C)C12,-63.79796111
44725,O=C1CC2OC(C#N)C12,-60.42663531
44726,O=C1CN2CC(C#C)C12,-66.02183775
44727,O=C1CN2CC(C#N)C12,-62.71560156
44728,O=C1NC2CC(C#C)C12,-67.09502708
44729,O=C1NC2CC(C#N)C12,-63.81124026
44730,O=C1OC2CC(C#C)C12,-64.68126948
44731,O=C1OC2CC(C#N)C12,-61.35380841
44732,N=C1CC2CC(O1)C=C2,-73.4233039
44733,N=C1CC2OC(O1)C=C2,-66.08973013
44734,N=C1OC2CC(O1)C=C2,-66.05435534
44735,O=C1CC2CC(C1)C=C2,-78.51324557
44736,O=C1CC2CC(N1)C=C2,-74.15665039
44737,O=C1CC2CC(O1)C=C2,-71.58746143
44738,O=C1CC2OC(C1)C=C2,-71.06081253
44739,O=C1CC2OC(O1)C=C2,-64.2381867
44740,O=C1NC2CC(N1)C=C2,-69.5552617
44741,O=C1NC2CC(O1)C=C2,-66.99600489
44742,O=C1OC2CC(O1)C=C2,-64.40091071
44743,N=C1NC2CC(C2)C1=O,-68.45603109
44744,N=C1OC2CC(C2)C1=O,-65.99511619
44745,O=C1CC2CC(C2)C1=O,-70.99387255
44746,O=C1CC2CC(O2)C1=O,-63.44396837
44747,O=C1CN2CC(C2)C1=O,-65.48792341
44748,O=C1NC2CC(C2)C1=O,-66.66035261
44749,O=C1OC2CC(C2)C1=O,-64.05665963
44750,N=C1OC2CC(C2)C=C1,-72.67191627
44751,O=C1CC2CC(C2)C=C1,-77.88841803
44752,O=C1CC2CC(O2)C=C1,-70.46325078
44753,O=C1NC2CC(C2)C=C1,-73.53067998
44754,O=C1OC2CC(C2)C=C1,-70.89833342
44755,N=C1OC2CC1(C2)C#C,-66.72963277
44756,N=C1OC2CC1(C2)C#N,-63.41640325
44757,O=C1CC2CC1(C2)C#C,-71.87924898
44758,O=C1CC2CC1(C2)C#N,-68.58618309
44759,O=C1CC2CC1(N2)C#C,-66.57784773
44760,O=C1CC2CC1(N2)C#N,-63.22586922
44761,O=C1CC2CC1(O2)C#C,-64.16860722
44762,O=C1CC2CC1(O2)C#N,-60.76979793
44763,O=C1CN2CC1(C2)C#C,-66.37283725
44764,O=C1CN2CC1(C2)C#N,-63.04450542
44765,O=C1NC2CC1(C2)C#C,-67.24732913
44766,O=C1NC2CC1(C2)C#N,-63.94571887
44767,O=C1OC2CC1(C2)C#C,-64.88048394
44768,O=C1OC2CC1(C2)C#N,-61.53479125
44769,N=C1OC2CC11CCC21,-70.58510331
44770,N=C1OC2CC11COC21,-62.64550506
44771,N=C1OC2CC11NCC21,-64.99515266
44772,N=C1OC2CC11OCC21,-62.47676734
44773,O=C1CC2CC11CCC21,-75.66848704
44774,O=C1CC2CC11CCN21,-70.67500969
44775,O=C1CC2CC11COC21,-67.78271289
44776,O=C1CC2CC11OCC21,-67.59166184
44777,O=C1CC2NC11CNC21,-64.91055251
44778,O=C1CC2NC11COC21,-62.28125363
44779,O=C1CC2OC11CCC21,-67.72537853
44780,O=C1CC2OC11CNC21,-62.33899616
44781,O=C1CC2OC11COC21,-59.67141088
44782,O=C1CN2CC11CCC21,-70.03295735
44783,O=C1CN2CC11NCC21,-64.43960528
44784,O=C1CN2CC11OCC21,-61.87596744
44785,O=C1NC2CC11CCC21,-71.0772482
44786,O=C1NC2CC11COC21,-63.19405912
44787,O=C1NC2CC11OCC21,-62.99908964
44788,O=C1OC2CC11CCC21,-68.74229473
44789,O=C1OC2CC11COC21,-60.80266927
44790,O=C1OC2CC11NCC21,-63.17185464
44791,O=C1OC2CC11OCC21,-60.63352338
44792,N=C1OC2CC12C1CC1,-71.59483571
44793,N=C1OC2CC12C1CN1,-66.53779259
44794,N=C1OC2CC12C1CO1,-64.09372152
44795,N=C1OC2CC12N1CC1,-66.32135333
44796,O=C1CC2CC12C1CC1,-76.84244008
44797,O=C1CC2CC12C1CN1,-71.78354658
44798,O=C1CC2CC12C1CO1,-69.35759829
44799,O=C1CC2CC12N1CC1,-71.58718932
44800,O=C1CC2NC12C1CC1,-71.62514918
44801,O=C1CC2NC12C1CN1,-66.54181987
44802,O=C1CC2NC12C1CO1,-64.10675577
44803,O=C1CC2OC12C1CC1,-69.27982819
44804,O=C1CC2OC12C1CN1,-64.14349112
44805,O=C1CC2OC12C1CO1,-61.70339292
44806,O=C1CN2CC12C1CC1,-71.67821136
44807,O=C1CN2CC12C1CN1,-66.5684326
44808,O=C1CN2CC12C1CO1,-64.14626668
44809,O=C1NC2CC12C1CC1,-72.23490162
44810,O=C1NC2CC12C1CN1,-67.161831
44811,O=C1NC2CC12C1CO1,-64.7270118
44812,O=C1NC2CC12N1CC1,-66.95720148
44813,O=C1OC2CC12C1CC1,-69.79561976
44814,O=C1OC2CC12C1CN1,-64.70758288
44815,O=C1OC2CC12C1CO1,-62.28383871
44816,O=C1OC2CC12N1CC1,-64.50700785
44817,N=C1OC2CC12CC#C,-66.19139182
44818,N=C1OC2CC12CC#N,-62.93174149
44819,O=C1CC2CC12CC#C,-71.39431511
44820,O=C1CC2CC12CC#N,-68.15452908
44821,O=C1CC2NC12CC#C,-66.23267147
44822,O=C1CC2NC12CC#N,-62.94649005
44823,O=C1CC2OC12CC#C,-63.75281745
44824,O=C1CC2OC12CC#N,-60.46103049
44825,O=C1CN2CC12CC#C,-66.22279374
44826,O=C1CN2CC12CC#N,-62.96009574
44827,O=C1NC2CC12CC#C,-66.75964691
44828,O=C1NC2CC12CC#N,-63.50486742
44829,O=C1OC2CC12CC#C,-64.31731737
44830,O=C1OC2CC12CC#N,-61.03372104
44831,N=C1OC2CC(=O)C1O2,-59.33752733
44832,N=C1OC2CC1C(=N)O2,-61.97730259
44833,N=C1OC2CC1C(=O)C2,-66.87945859
44834,N=C1OC2CC1C(=O)O2,-60.08510538
44835,O=C1CC2CC(=O)C1N2,-66.70457109
44836,O=C1CC2CC(=O)C1O2,-64.24594194
44837,O=C1CC2CC1C(=O)C2,-71.88303136
44838,O=C1CC2CC1C(=O)N2,-67.47721081
44839,O=C1CC2CC1C(=O)O2,-65.01381967
44840,O=C1CC2OC1C(=O)O2,-57.417765
44841,O=C1CN2CC1C(=O)C2,-66.44358682
44842,N=C1OC2CC1C1CC21,-72.93788022
44843,N=C1OC2CC1C1NC21,-67.887776
44844,N=C1OC2CC1C1OC21,-65.50112093
44845,N=C1OC2CC1N1CC21,-67.63269659
44846,N=C1OC2OC1C1CC21,-65.64866099
44847,N=C1OC2OC1C1NC21,-60.3765936
44848,N=C1OC2OC1C1OC21,-57.95401952
44849,O=C1CC2CC1C1CC21,-77.95097698
44850,O=C1CC2CC1C1CN21,-72.77006769
44851,O=C1CC2CC1C1NC21,-72.91434239
44852,O=C1CC2CC1C1OC21,-70.56861322
44853,O=C1CC2CC1N1CC21,-72.67466461
44854,O=C1CC2NC1C1NC21,-67.65735009
44855,O=C1CC2NC1C1OC21,-65.30476366
44856,O=C1CC2OC1C1CC21,-70.56088519
44857,O=C1CC2OC1C1NC21,-65.30598817
44858,O=C1CC2OC1C1OC21,-62.92178213
44859,O=C1CN2CC1C1CC21,-72.44753129
44860,O=C1NC2CC1C1CC21,-73.48817581
44861,O=C1NC2CC1C1NC21,-68.44895614
44862,O=C1NC2CC1C1OC21,-66.07367542
44863,O=C1NC2CC1N1CC21,-68.19276106
44864,O=C1OC2CC1C1CC21,-71.0765407
44865,O=C1OC2CC1C1NC21,-66.02053161
44866,O=C1OC2CC1C1OC21,-63.61888307
44867,O=C1OC2CC1N1CC21,-65.7585133
44868,O=C1OC2OC1C1CC21,-63.75025958
44869,O=C1OC2OC1C1NC21,-58.4700832
44870,O=C1OC2OC1C1OC21,-56.02944076
44871,N=C1OC2CC1C21CC1,-72.0240407
44872,N=C1OC2CC1C21CN1,-66.96713363
44873,N=C1OC2CC1C21CO1,-64.57928126
44874,O=C1CC2CC1C21CC1,-77.13953385
44875,O=C1CC2CC1C21CN1,-72.10393329
44876,O=C1CC2CC1C21CO1,-69.76968732
44877,O=C1CC2NC1C21CN1,-66.89181255
44878,O=C1CC2NC1C21CO1,-64.54706299
